chemsys,molarity__Lead Diiodide (M),prepare__Lead Diiodide,molarity__Di-isopropylammonium iodide (M),prepare__Di-isopropylammonium iodide,molarity__Gamma-Butyrolactone (M),prepare__Gamma-Butyrolactone,prepare_FinalVolume (mL)
Di-isopropylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.2340662325431089,2.78 gram,1.2148365177092568,1.36 gram,9.318314803353772,3.5 milliliter,4.886478372693068
