chemsys,molarity__Lead Diiodide (M),prepare__Lead Diiodide,"molarity__N,N-Diethylpropane-1,3-diammonium iodide (M)","prepare__N,N-Diethylpropane-1,3-diammonium iodide",molarity__Gamma-Butyrolactone (M),prepare__Gamma-Butyrolactone,molarity__Dimethylformamide (M),prepare__Dimethylformamide,prepare_FinalVolume (mL),reagent_index,reagent_DispensedVolume (mL),reaction_id
"Dimethylformamide__Gamma-Butyrolactone__Lead_Diiodide__N,N-Diethylpropane-1,3-diammonium_iodide",0.5230132752775205,0.167 gram,0.7292667153434853,0.195 gram,5.259324086490207,0.28 milliliter,5.220585777946174,0.28 milliliter,0.692617423953741,4,0.18,2020-07-08T14_08_51.487577+00_00_HC_A3
