identifier,fingerprint,outcome,organic___0___chemname,organic___0___molarity,inorganic___0___chemname,inorganic___0___molarity,solvent___0___chemname,solvent___0___molarity,acid___0___chemname,acid___0___molarity,solvent___1___chemname,solvent___1___molarity
2021-03-15T16_04_45.792121+00_00_HC_C7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.5123898469736703,Lead Diiodide,1.0137862197042813,Gamma-Butyrolactone,9.12944490253508,Formic Acid,0.2120356289376492,,
2021-03-15T16_04_45.792121+00_00_HC_E7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,2.159338995155222,Lead Diiodide,0.4421022612244232,Gamma-Butyrolactone,8.38891056531102,Formic Acid,0.4240712578752984,,
2021-03-15T16_04_45.792121+00_00_HC_G7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.3024977473045214,Lead Diiodide,0.39030631703444096,Gamma-Butyrolactone,4.271412131101908,Formic Acid,12.134569125949815,,
2021-03-15T16_04_45.792121+00_00_HC_A9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.6958586308935457,Lead Diiodide,0.558673747912043,Gamma-Butyrolactone,8.345587885670865,Formic Acid,2.022428187658303,,
2021-03-15T16_04_45.792121+00_00_HC_C9,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.1081967972577131,Lead Diiodide,0.2744083000703316,Gamma-Butyrolactone,5.286783562964793,Formic Acid,11.025852704757765,,
2021-03-15T16_04_45.792121+00_00_HC_E9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.841853597413988,Lead Diiodide,0.22959195119672976,Gamma-Butyrolactone,9.509434705962262,Formic Acid,3.512638431195999,,
2021-03-15T16_04_45.792121+00_00_HC_G9,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,2.074432747089011,Lead Diiodide,0.0838469805770456,Gamma-Butyrolactone,6.968871895516154,Formic Acid,4.3467303932218115,,
2021-03-15T16_04_45.792121+00_00_HC_A11,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.5950364550717484,Lead Diiodide,0.350632827867646,Gamma-Butyrolactone,9.414545956127249,Formic Acid,0.636106886812948,,
2021-03-15T16_04_45.792121+00_00_HC_C11,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.378920887952238,Lead Diiodide,0.022867358339194,Gamma-Butyrolactone,4.3038979298360935,Formic Acid,12.510102107321313,,
2021-03-15T16_04_45.792121+00_00_HC_E11,1%1%1%1,2,4-Methoxy-Phenylammonium iodide,0.2184452993817776,Lead Diiodide,0.2058062250527488,Gamma-Butyrolactone,7.774984768803862,Formic Acid,9.435585487725398,,
2021-03-15T16_04_45.792121+00_00_HC_G11,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.5674593129898264,Lead Diiodide,0.0076224527797312,Gamma-Butyrolactone,8.365082199007908,Formic Acid,7.315229198348902,,
2021-03-16T15_21_33.108346+00_00_HC_A1,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.4422975524636144,Lead Diiodide,0.0419870858234932,Gamma-Butyrolactone,10.64398251817607,Formic Acid,3.074516619595916,,
2021-03-16T15_21_33.108346+00_00_HC_C1,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,1.1948554061303192,Lead Diiodide,0.8757306471757168,Gamma-Butyrolactone,9.589246551667713,Formic Acid,0.7421247012817728,,
2021-03-16T15_21_33.108346+00_00_HC_E1,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,1.0055874431704797,Lead Diiodide,0.563826581058338,Gamma-Butyrolactone,8.36857539989029,Formic Acid,4.55876602215946,,
2021-03-16T15_21_33.108346+00_00_HC_G1,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,0.8398768018540077,Lead Diiodide,0.37637825937394354,Gamma-Butyrolactone,5.133741093319858,Formic Acid,12.14347476485542,,
2021-03-16T15_21_33.108346+00_00_HC_A3,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,1.566134784932792,Lead Diiodide,0.9836974392932708,Gamma-Butyrolactone,7.550508560363605,Formic Acid,3.286552248533565,,
2021-03-16T15_21_33.108346+00_00_HC_C3,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.3473532886360684,Lead Diiodide,0.2579206700586012,Gamma-Butyrolactone,7.255571490676705,Formic Acid,6.149033239191832,,
2021-03-16T15_21_33.108346+00_00_HC_E3,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.7562873194905704,Lead Diiodide,0.4516683070513474,Gamma-Butyrolactone,10.809446927877483,Formic Acid,0.7451051217688482,,
2021-03-16T15_21_33.108346+00_00_HC_G3,1%1%1%1,2,4-Methoxy-Phenylammonium iodide,0.6036775868562172,Lead Diiodide,0.4378653235878584,Gamma-Butyrolactone,4.653001181775457,Formic Acid,13.888333695416033,,
2021-03-16T15_21_33.108346+00_00_HC_A5,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.4061448408697208,Lead Diiodide,0.38235251745924426,Gamma-Butyrolactone,8.281975157266128,Formic Acid,3.590244713087689,,
2021-03-16T15_21_33.108346+00_00_HC_C5,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,0.9965288574804528,Lead Diiodide,0.3465069689474402,Gamma-Butyrolactone,4.822104616448281,Formic Acid,12.249070197593289,,
2021-03-16T15_21_33.108346+00_00_HC_E5,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.3586151733311824,Lead Diiodide,0.2939096007644528,Gamma-Butyrolactone,10.113922574863652,Formic Acid,0.2120356289376492,,
2021-03-16T15_21_33.108346+00_00_HC_G5,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.7290600435352411,Lead Diiodide,0.34053271086213943,Gamma-Butyrolactone,8.690202810652504,Formic Acid,5.385367069631534,,
2021-03-16T15_21_33.108346+00_00_HC_A7,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,1.1400542414120123,Lead Diiodide,0.15533071021781797,Gamma-Butyrolactone,4.173414932560767,Formic Acid,13.410619957709896,,
2021-03-16T15_21_33.108346+00_00_HC_C7,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,1.0380142756567228,Lead Diiodide,0.34789299682323,Gamma-Butyrolactone,7.84251422825911,Formic Acid,5.936997610254182,,
2021-03-16T15_21_33.108346+00_00_HC_E7,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.3177125042714552,Lead Diiodide,0.0299907755882092,Gamma-Butyrolactone,9.376296870042834,Formic Acid,6.149033239191832,,
2021-03-16T15_21_33.108346+00_00_HC_G7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.8293342207031316,Lead Diiodide,0.5998155117641896,Gamma-Butyrolactone,7.8551993372147075,Formic Acid,2.4384097327829677,,
2021-03-16T15_21_33.108346+00_00_HC_A9,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.7619087569908984,Lead Diiodide,0.1979391188821824,Gamma-Butyrolactone,5.92500886897963,Formic Acid,7.421247012817728,,
2021-03-16T15_21_33.108346+00_00_HC_C9,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.407112071663001,Lead Diiodide,0.17325348447371994,Gamma-Butyrolactone,4.492771576890008,Formic Acid,11.721093033903925,,
2021-03-16T15_21_33.108346+00_00_HC_E9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.5839155313470602,Lead Diiodide,0.03584554851180399,Gamma-Butyrolactone,5.885492826102838,Formic Acid,12.249070197593293,,
2021-03-16T15_21_33.108346+00_00_HC_G9,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.9327423379911117,Lead Diiodide,0.2748158719238319,Gamma-Butyrolactone,7.2600611697401956,Formic Acid,3.9070310113013087,,
2021-03-16T15_21_33.108346+00_00_HC_A11,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,1.711859875169726,Lead Diiodide,1.289603350293008,Gamma-Butyrolactone,8.545087634590116,Formic Acid,0.1060178144688244,,
2021-03-16T15_21_33.108346+00_00_HC_C11,1%1%1%1,2,4-Methoxy-Phenylammonium iodide,0.405477660516816,Lead Diiodide,0.2039372739998244,Gamma-Butyrolactone,5.558501589546396,Formic Acid,13.252226808603087,,
2021-03-16T15_21_33.108346+00_00_HC_E11,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.6980012859885107,Lead Diiodide,0.9657029739403452,Gamma-Butyrolactone,8.886004714114849,Formic Acid,0.1060178144688244,,
2021-03-16T15_21_33.108346+00_00_HC_G11,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,2.301728684337437,Lead Diiodide,0.3119040661173784,Gamma-Butyrolactone,7.680664482119765,Formic Acid,1.59026721703237,,
2021-04-13T16_48_39.165116+00_00_HC_A1,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.4155404570131662,Lead Diiodide,0.31083408134520163,Gamma-Butyrolactone,5.224406587075095,Formic Acid,9.925970677360079,,
2021-04-13T16_48_39.165116+00_00_HC_C1,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.8924871393545456,Lead Diiodide,0.8102009881832428,Gamma-Butyrolactone,10.21065885106376,Formic Acid,0.7421247012817724,,
2021-04-13T16_48_39.165116+00_00_HC_E1,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.4160636882510054,Lead Diiodide,0.5641399473275913,Gamma-Butyrolactone,8.912257254766695,Formic Acid,1.908320660438844,,
2021-04-13T16_48_39.165116+00_00_HC_G1,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.865076852423127,Lead Diiodide,0.8315315809109587,Gamma-Butyrolactone,8.3058167555256,Formic Acid,4.68351790826133,,
2021-04-13T16_48_39.165116+00_00_HC_A3,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.9353748639270356,Lead Diiodide,0.2280565744515792,Gamma-Butyrolactone,6.096174771451102,Formic Acid,6.36106886812948,,
2021-04-13T16_48_39.165116+00_00_HC_C3,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.2473069065729188,Lead Diiodide,0.762189077772384,Gamma-Butyrolactone,7.625600741728096,Formic Acid,4.770801651097109,,
2021-04-13T16_48_39.165116+00_00_HC_E3,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.360413981893394,Lead Diiodide,0.276068484862438,Gamma-Butyrolactone,10.20280843432284,Formic Acid,3.816641320877688,,
2021-04-13T16_48_39.165116+00_00_HC_G3,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,0.9316779070321932,Lead Diiodide,0.3840952832868704,Gamma-Butyrolactone,6.5983248147699385,Formic Acid,8.799478600912446,,
2021-04-13T16_48_39.165116+00_00_HC_A5,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.235629055261904,Lead Diiodide,0.1380342424312188,Gamma-Butyrolactone,4.508057021385007,Formic Acid,12.404084292852485,,
2021-04-13T16_48_39.165116+00_00_HC_C5,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.7951680859797043,Lead Diiodide,0.7651300463881886,Gamma-Butyrolactone,7.658357030436557,Formic Acid,2.6398858184468295,,
2021-04-13T16_48_39.165116+00_00_HC_E5,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.5408749070700427,Lead Diiodide,0.72618014496424,Gamma-Butyrolactone,7.379471465841014,Formic Acid,4.240712578752985,,
2021-04-13T16_48_39.165116+00_00_HC_G5,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.1213062707276151,Lead Diiodide,0.0600148880135732,Gamma-Butyrolactone,8.645700572137947,Formic Acid,4.5587660221594595,,
2021-04-13T16_48_39.165116+00_00_HC_A7,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,2.2676100722646693,Lead Diiodide,0.390096772088228,Gamma-Butyrolactone,7.719491727342864,Formic Acid,1.484249402563545,,
2021-04-13T16_48_39.165116+00_00_HC_C7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.2831770070759176,Lead Diiodide,0.798198010580528,Gamma-Butyrolactone,9.762049931204922,Formic Acid,0.2120356289376492,,
2021-04-13T16_48_39.165116+00_00_HC_E7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,2.030539043307394,Lead Diiodide,0.3480863504787264,Gamma-Butyrolactone,8.717973097175486,Formic Acid,0.4240712578752984,,
2021-04-13T16_48_39.165116+00_00_HC_G7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.2004004699705193,Lead Diiodide,0.3073051494670932,Gamma-Butyrolactone,4.540506786964903,Formic Acid,12.13456912594981,,
2021-04-13T16_48_39.165116+00_00_HC_A9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.5529598098410795,Lead Diiodide,0.4398681551195651,Gamma-Butyrolactone,8.724786791034864,Formic Acid,2.022428187658302,,
2021-04-13T16_48_39.165116+00_00_HC_C9,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.0327151499442235,Lead Diiodide,0.2160535968488644,Gamma-Butyrolactone,5.482798582085423,Formic Acid,11.025852704757764,,
2021-04-13T16_48_39.165116+00_00_HC_E9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.7803410128257796,Lead Diiodide,0.18076773498064297,Gamma-Butyrolactone,9.670409577704241,Formic Acid,3.512638431195998,,
2021-04-13T16_48_39.165116+00_00_HC_G9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,2.0179876346265946,Lead Diiodide,0.0660163768149308,Gamma-Butyrolactone,7.090325240378331,Formic Acid,4.3467303932218115,,
2021-04-13T16_48_39.165116+00_00_HC_A11,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.495145218671594,Lead Diiodide,0.276068484862438,Gamma-Butyrolactone,9.671357991232513,Formic Acid,0.6361068868129476,,
2021-04-13T16_48_39.165116+00_00_HC_C11,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.347888865400142,Lead Diiodide,0.018004466404072,Gamma-Butyrolactone,4.3658601046667025,Formic Acid,12.51010210732131,,
2021-04-13T16_48_39.165116+00_00_HC_E11,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.173616863411648,Lead Diiodide,0.1620401976366484,Gamma-Butyrolactone,7.900266858580921,Formic Acid,9.435585487725394,,
2021-04-13T16_48_39.165116+00_00_HC_G11,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.555041851750704,Lead Diiodide,0.0060014888013572,Gamma-Butyrolactone,8.389560003739252,Formic Acid,7.3152291983489,,
2021-05-07T15_59_56.954948+00_00_HC_A1,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.4808394805013303,Lead Diiodide,0.29819063360203546,Gamma-Butyrolactone,5.116295877864862,Formic Acid,9.925970677360079,,
2021-05-07T15_59_56.954948+00_00_HC_C1,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.8628780179054228,Lead Diiodide,0.7772453553542288,Gamma-Butyrolactone,10.297348990295813,Formic Acid,0.7421247012817724,,
2021-05-07T15_59_56.954948+00_00_HC_E1,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.452210507122324,Lead Diiodide,0.5411930622466481,Gamma-Butyrolactone,8.867939156569266,Formic Acid,1.908320660438844,,
2021-05-07T15_59_56.954948+00_00_HC_G1,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.8310516814096048,Lead Diiodide,0.7977083075924704,Gamma-Butyrolactone,8.401495487149884,Formic Acid,4.68351790826133,,
2021-05-07T15_59_56.954948+00_00_HC_A3,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,2.0473466107495946,Lead Diiodide,0.2187801740997088,Gamma-Butyrolactone,5.898714591316037,Formic Acid,6.36106886812948,,
2021-05-07T15_59_56.954948+00_00_HC_C3,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,1.2485766412060535,Lead Diiodide,0.7311863713332372,Gamma-Butyrolactone,7.65344440338549,Formic Acid,4.770801651097109,,
2021-05-07T15_59_56.954948+00_00_HC_E3,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.3543472051650248,Lead Diiodide,0.2648391581207,Gamma-Butyrolactone,10.224929676535707,Formic Acid,3.816641320877688,,
2021-05-07T15_59_56.954948+00_00_HC_G3,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,0.953970430852328,Lead Diiodide,0.3684718721679304,Gamma-Butyrolactone,6.572425656017785,Formic Acid,8.799478600912446,,
2021-05-07T15_59_56.954948+00_00_HC_A5,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.3079887792581195,Lead Diiodide,0.13241957906035,Gamma-Butyrolactone,4.380081915262559,Formic Acid,12.404084292852485,,
2021-05-07T15_59_56.954948+00_00_HC_C5,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.8352348830582266,Lead Diiodide,0.7340077134819335,Gamma-Butyrolactone,7.614769809056431,Formic Acid,2.6398858184468295,,
2021-05-07T15_59_56.954948+00_00_HC_E5,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.5672648762829149,Lead Diiodide,0.6966421333174936,Gamma-Butyrolactone,7.359563733060018,Formic Acid,4.240712578752985,,
2021-05-07T15_59_56.954948+00_00_HC_G5,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.1944899741533637,Lead Diiodide,0.0575737300262388,Gamma-Butyrolactone,8.513116102434548,Formic Acid,4.5587660221594595,,
2021-05-07T15_59_56.954948+00_00_HC_A7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,2.3846421128984554,Lead Diiodide,0.3742292451705544,Gamma-Butyrolactone,7.519116972012777,Formic Acid,1.484249402563545,,
2021-05-07T15_59_56.954948+00_00_HC_C7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.2828596173458555,Lead Diiodide,0.7657306093489809,Gamma-Butyrolactone,9.794246552211927,Formic Acid,0.2120356289376492,,
2021-05-07T15_59_56.954948+00_00_HC_E7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,2.135477182236589,Lead Diiodide,0.3339276341521872,Gamma-Butyrolactone,8.538237480434582,Formic Acid,0.4240712578752984,,
2021-05-07T15_59_56.954948+00_00_HC_G7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.2507378195337282,Lead Diiodide,0.29480524411026066,Gamma-Butyrolactone,4.459847795787371,Formic Acid,12.13456912594981,,
2021-05-07T15_59_56.954948+00_00_HC_A9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.6132060792295615,Lead Diiodide,0.4219761337264515,Gamma-Butyrolactone,8.631104266613738,Formic Acid,2.022428187658302,,
2021-05-07T15_59_56.954948+00_00_HC_C9,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.0815893809690516,Lead Diiodide,0.2072654280944608,Gamma-Butyrolactone,5.401223925184979,Formic Acid,11.025852704757764,,
2021-05-07T15_59_56.954948+00_00_HC_E9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.8152532771266471,Lead Diiodide,0.1734148494766237,Gamma-Butyrolactone,9.613185354621043,Formic Acid,3.512638431195998,,
2021-05-07T15_59_56.954948+00_00_HC_G9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,2.1545333745772726,Lead Diiodide,0.0633311030288628,Gamma-Butyrolactone,6.841129754215375,Formic Acid,4.3467303932218115,,
2021-05-07T15_59_56.954948+00_00_HC_A11,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.5701369326890884,Lead Diiodide,0.2648391581207,Gamma-Butyrolactone,9.543995734806236,Formic Acid,0.6361068868129476,,
2021-05-07T15_59_56.954948+00_00_HC_C11,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.4420993407593945,Lead Diiodide,0.0172721190078716,Gamma-Butyrolactone,4.192835494538639,Formic Acid,12.51010210732131,,
2021-05-07T15_59_56.954948+00_00_HC_E11,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.1673464004519488,Lead Diiodide,0.1554490710708456,Gamma-Butyrolactone,7.918247826206424,Formic Acid,9.435585487725394,,
2021-05-07T15_59_56.954948+00_00_HC_G11,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.593999181384406,Lead Diiodide,0.0057573730026236,Gamma-Butyrolactone,8.317954771816217,Formic Acid,7.3152291983489,,
2021-05-12T17_53_13.165008+00_00_HC_A1,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.4324606286821098,Lead Diiodide,0.3031092017325391,Gamma-Butyrolactone,5.200724552307255,Formic Acid,9.92597067736008,,
2021-05-12T17_53_13.165008+00_00_HC_C1,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.8813888122878348,Lead Diiodide,0.7900657923620832,Gamma-Butyrolactone,10.250730036045328,Formic Acid,0.7421247012817724,,
2021-05-12T17_53_13.165008+00_00_HC_E1,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.4240177205221893,Lead Diiodide,0.5501198850521173,Gamma-Butyrolactone,8.911239261605203,Formic Acid,1.9083206604388445,,
2021-05-12T17_53_13.165008+00_00_HC_G1,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.8526816936104707,Lead Diiodide,0.8108662750704113,Gamma-Butyrolactone,8.348795616707447,Formic Acid,4.68351790826133,,
2021-05-12T17_53_13.165008+00_00_HC_A3,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.9654872242024808,Lead Diiodide,0.2223888897019196,Gamma-Butyrolactone,6.046161494963647,Formic Acid,6.36106886812948,,
2021-05-12T17_53_13.165008+00_00_HC_C3,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.2449122548125784,Lead Diiodide,0.7432470787406265,Gamma-Butyrolactone,7.64845936454474,Formic Acid,4.77080165109711,,
2021-05-12T17_53_13.165008+00_00_HC_E3,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.357743536961642,Lead Diiodide,0.2692076033233764,Gamma-Butyrolactone,10.214413093806824,Formic Acid,3.816641320877688,,
2021-05-12T17_53_13.165008+00_00_HC_G3,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,0.9364530159747856,Lead Diiodide,0.374549708971654,Gamma-Butyrolactone,6.5988127070271805,Formic Acid,8.799478600912447,,
2021-05-12T17_53_13.165008+00_00_HC_A5,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.2551222801602433,Lead Diiodide,0.134603801661688,Gamma-Butyrolactone,4.475448702784362,Formic Acid,12.404084292852485,,
2021-05-12T17_53_13.165008+00_00_HC_C5,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.8034810953324372,Lead Diiodide,0.7461149581108649,Gamma-Butyrolactone,7.661540350361663,Formic Acid,2.63988581844683,,
2021-05-12T17_53_13.165008+00_00_HC_E5,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.545549792212248,Lead Diiodide,0.708133043524534,Gamma-Butyrolactone,7.388421546123324,Formic Acid,4.240712578752987,,
2021-05-12T17_53_13.165008+00_00_HC_G5,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.1413081606924624,Lead Diiodide,0.0585233920268208,Gamma-Butyrolactone,8.610266382937244,Formic Acid,4.55876602215946,,
2021-05-12T17_53_13.165008+00_00_HC_A7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,2.298536737494276,Lead Diiodide,0.3804020481743364,Gamma-Butyrolactone,7.671897610752101,Formic Acid,1.484249402563545,,
2021-05-12T17_53_13.165008+00_00_HC_C7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.280214183486254,Lead Diiodide,0.7783611139567193,Gamma-Butyrolactone,9.786827645628149,Formic Acid,0.2120356289376492,,
2021-05-12T17_53_13.165008+00_00_HC_E7,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,2.0582759148870786,Lead Diiodide,0.3394356737555616,Gamma-Butyrolactone,8.67524490018609,Formic Acid,0.4240712578752984,,
2021-05-12T17_53_13.165008+00_00_HC_G7,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.213199972258027,Lead Diiodide,0.2996679712216735,Gamma-Butyrolactone,4.524338469472096,Formic Acid,12.134569125949811,,
2021-05-12T17_53_13.165008+00_00_HC_A9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.5680192987497026,Lead Diiodide,0.4289365078271017,Gamma-Butyrolactone,8.707658334926546,Formic Acid,2.0224281876583023,,
2021-05-12T17_53_13.165008+00_00_HC_C9,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.0454391360018391,Lead Diiodide,0.2106842112965556,Gamma-Butyrolactone,5.464561531274531,Formic Acid,11.025852704757765,,
2021-05-12T17_53_13.165008+00_00_HC_E9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.7893349028908294,Lead Diiodide,0.17627527718921968,Gamma-Butyrolactone,9.658197554479038,Formic Acid,3.5126384311959984,,
2021-05-12T17_53_13.165008+00_00_HC_G9,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,2.0554725941141583,Lead Diiodide,0.0643757312295028,Gamma-Butyrolactone,7.022794976899967,Formic Acid,4.3467303932218115,,
2021-05-12T17_53_13.165008+00_00_HC_A11,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,1.5148683645476104,Lead Diiodide,0.2692076033233764,Gamma-Butyrolactone,9.641665653076437,Formic Acid,0.636106886812948,,
2021-05-12T17_53_13.165008+00_00_HC_C11,1%1%1%1,4,4-Methoxy-Phenylammonium iodide,1.3738510310773815,Lead Diiodide,0.017557017608046,Gamma-Butyrolactone,4.318417793020892,Formic Acid,12.510102107321313,,
2021-05-12T17_53_13.165008+00_00_HC_E11,1%1%1%1,3,4-Methoxy-Phenylammonium iodide,0.1713008814787024,Lead Diiodide,0.1580131584724164,Gamma-Butyrolactone,7.9084587170724605,Formic Acid,9.435585487725396,,
2021-05-12T17_53_13.165008+00_00_HC_G11,1%1%1%1,1,4-Methoxy-Phenylammonium iodide,0.5657827649011888,Lead Diiodide,0.005852339202682,Gamma-Butyrolactone,8.36989743412742,Formic Acid,7.3152291983489,,
2021-05-17T18_21_49.529476+00_00_HC_A1,1%1%1%1,1,4-Trifluoromethyl-Benzylammonium iodide,0.9445278059033112,Lead Diiodide,0.6802108968346644,Gamma-Butyrolactone,10.00972111986178,Formic Acid,0.8481425157505972,,
2021-05-17T18_21_49.529476+00_00_HC_C1,1%1%1%1,1,4-Trifluoromethyl-Benzylammonium iodide,0.9345884257959984,Lead Diiodide,0.1540100143776596,Gamma-Butyrolactone,8.720915968770049,Formic Acid,4.55876602215946,,
2021-05-17T18_21_49.529476+00_00_HC_E1,1%1%1%1,1,4-Trifluoromethyl-Benzylammonium iodide,0.09174892718067203,Lead Diiodide,0.07058792325642721,Gamma-Butyrolactone,12.2859338136205,Formic Acid,0.9541603302194223,,
2021-05-17T18_21_49.529476+00_00_HC_G1,1%1%1%1,1,4-Trifluoromethyl-Benzylammonium iodide,0.5010169885935556,Lead Diiodide,0.5005325467273948,Gamma-Butyrolactone,11.242956687973091,Formic Acid,0.5300890723441232,,
2021-05-17T18_21_49.529476+00_00_HC_A3,1%1%1%1,1,4-Trifluoromethyl-Benzylammonium iodide,1.0298534383584252,Lead Diiodide,0.7443817361586896,Gamma-Butyrolactone,7.952325182972583,Formic Acid,4.55876602215946,,
2021-05-17T18_21_49.529476+00_00_HC_C3,1%1%1%1,2,4-Trifluoromethyl-Benzylammonium iodide,0.6254893518944716,Lead Diiodide,0.0770050071888296,Gamma-Butyrolactone,7.34310999792437,Formic Acid,8.799478600912447,,
2021-05-17T18_21_49.529476+00_00_HC_E3,1%1%1%1,1,4-Trifluoromethyl-Benzylammonium iodide,0.1068957634831408,Lead Diiodide,0.0962562589860372,Gamma-Butyrolactone,12.490323778724589,Formic Acid,0.4240712578752984,,
2021-05-17T18_21_49.529476+00_00_HC_G3,1%1%1%1,1,4-Trifluoromethyl-Benzylammonium iodide,0.2082361416065824,Lead Diiodide,0.1026733429184396,Gamma-Butyrolactone,11.49735322847184,Formic Acid,2.0143384749076687,,
